0.0 sh0:0.030981487947131438  sh1:0.026523477297843268  sh2:0.03779848646928875  sh3:0.027345811659074924  sh4:0.046584051198802955  sh5:0.029552244664758365  sh6:0.04047689574437036  sh7:0.02178941754526364  sh8:0.025777861612994772  sh9:0.025648354425451245  sh10:0.05433441122001401  sh11:0.0931859249697706  sh12:0.4094807201094325  sh13:0.011659113076576307  sh14:0.01924639495260423  sh15:0.009267667817440097  sh16:0.0256569135271736  sh17:0.024805991745250482  sh18:0.806808304667652  sh19:0.7200655652233875  sh20:0.05148111136431174  sh21:0.7182671098350814  sh22:0.9431616512518252  sh23:0.9278742034174083  sh24:0.7942745510789894  sh25:0.8904698356929157  sh26:0.054078888757802326  sh27:0.05389830688417772  sh28:0.06455013112972313  sh29:0.85779283446038  sh30:0.7989340667662113  sh31:0.9099053873294178  sh32:0.8470523917693878  sh33:0.5549868005969284  sh34:0.7720676009689829  sh35:0.7153516607557499  sh36:0.5936721025870719  sh37:0.9261079706018167  sh38:0.84112457356276  sh39:0.6311557972883357  sh40:0.28553567883986175  sh41:0.3227984040798393  sh42:0.2166934323328478  sh43:0.9383713845445062  sh44:0.6728720868179722  sh45:0.9153798375880483  sh46:0.9211672209869566  sh47:0.5326874243368672  sh48:0.8240834080700509  sh49:0.8513258654722522  sh50:0.8841285480606015  sh51:0.881990783498606  sh52:0.9071371444206826  sh53:0.9328809087828157  sh54:0.8738393388239973  sh55:0.9400740664712882  sh56:0.852203587346136  sh57:0.7539284198996619  sh58:0.8988812686124766  
3.0 sh0:0.0012844659117964856  sh1:7.068118033562522E-4  sh2:0.0018873400831968896  sh3:8.501958188621215E-4  sh4:8.711500293871141E-4  sh5:0.0011267839172786843  sh6:0.0013446538763550618  sh7:0.0010723621202248569  sh8:9.05750410041295E-4  sh9:0.0010070470638371808  sh10:0.0015365877103339217  sh11:0.0027961602328436014  sh12:0.1421745255536997  sh13:0.9556989513880649  sh14:0.7685716425412537  sh15:0.7603398769646533  sh16:0.7667836608222935  sh17:0.7965428601466129  sh18:0.5844230477343811  sh19:0.4567682242526967  sh20:0.8108954246158223  sh21:0.5381463796253627  sh22:0.8910313644402706  sh23:0.8430434440240464  sh24:0.6826118913948199  sh25:0.7139388414703804  sh26:0.8518955221242086  sh27:0.9851444620100019  sh28:0.7093571623577254  sh29:0.9942634190984072  sh30:0.01677375631172829  sh31:0.9357678983512372  sh32:0.9905922825208691  sh33:0.14669075775694754  sh34:0.8491090436714698  sh35:0.5592343153823801  sh36:0.05131491964398692  sh37:0.9958332509063068  sh38:0.022674040968963364  sh39:0.5540992515381881  sh40:0.16494524112739384  sh41:0.09486218357100411  sh42:0.085083499027826  sh43:0.9004615993952203  sh44:0.771759664070735  sh45:0.7955479945185632  sh46:0.8432131475282993  sh47:0.6601763843727854  sh48:0.7963079761550707  sh49:0.8765375655261329  sh50:0.7130890618321666  sh51:0.8590001073889143  sh52:0.8775345457041637  sh53:0.8331317826811355  sh54:0.7392033325863469  sh55:0.8641950872619181  sh56:0.6972211456181157  sh57:0.7910083610588283  sh58:0.8038142696314644  
2.0 sh0:0.006050326346169379  sh1:0.006952295062343051  sh2:0.010355793960912095  sh3:0.004511410940508883  sh4:0.006051818456469325  sh5:0.005773704796098328  sh6:0.00664555379976386  sh7:0.006028578226646948  sh8:0.006073587279101452  sh9:0.006911958454377863  sh10:0.011378830307011558  sh11:0.01864924620370308  sh12:0.20342767374549048  sh13:0.9853483640286573  sh14:0.7840327596015401  sh15:0.7924399445946007  sh16:0.7839092593969004  sh17:0.8086103240030869  sh18:0.06132454519792507  sh19:0.0  sh20:0.8482323702181479  sh21:0.24480974166455402  sh22:0.0830460673894656  sh23:0.062285569812421074  sh24:0.1660801731960992  sh25:0.049670728216766144  sh26:0.8944917882138627  sh27:0.9287883427807326  sh28:0.7367172552572456  sh29:0.9899531218671381  sh30:0.016970888041468495  sh31:0.9389601010706603  sh32:0.8829541190424258  sh33:0.15281665342519338  sh34:0.8278940934042986  sh35:0.5480809181418843  sh36:0.06229513167075988  sh37:0.9885539577481134  sh38:0.0  sh39:0.5139143047272197  sh40:0.24464045861254904  sh41:0.10787604332224794  sh42:0.11411327040637309  sh43:0.8930915866254231  sh44:0.7379317307326396  sh45:0.6421034277073702  sh46:0.8586280076225947  sh47:0.7732434136649017  sh48:0.8989861131879141  sh49:0.7860658701860265  sh50:0.7636161660357595  sh51:0.8365300413074566  sh52:0.7934636084092124  sh53:0.7683193449271833  sh54:0.7524905272459995  sh55:0.622567308805637  sh56:0.7661694994219728  sh57:0.7137728148329116  sh58:0.7931817126897501  
2.0 sh0:0.006184802749219617  sh1:0.006822902361015398  sh2:0.010161508598352397  sh3:0.0047088157483849485  sh4:0.006023115759562144  sh5:0.005655778612469145  sh6:0.006640611204541818  sh7:0.0060968975070527275  sh8:0.006081456624303027  sh9:0.007100636416165194  sh10:0.011478202669756785  sh11:0.01901474708384741  sh12:0.1958600592609112  sh13:0.7504693719211739  sh14:0.7253325592935043  sh15:0.591371720655147  sh16:0.7156267998625865  sh17:0.7641693263973713  sh18:0.04763460295943889  sh19:0.04996587126095178  sh20:0.5905369996683262  sh21:0.2609827183261516  sh22:0.07661558817008977  sh23:0.053250968348966095  sh24:0.14004485858337135  sh25:0.05950727662524085  sh26:0.6063242320330635  sh27:0.7372052420766777  sh28:0.5131760901045652  sh29:0.9979624840560459  sh30:0.015303721933564825  sh31:0.9395553665373158  sh32:0.9891164322175382  sh33:0.1465921621704707  sh34:0.9352836445336306  sh35:0.5209798203266476  sh36:0.058131665082940286  sh37:0.9832120098306814  sh38:0.026104795695841353  sh39:0.5040493390333263  sh40:0.11035803228680019  sh41:0.09541563624037076  sh42:0.13871407317506693  sh43:0.867552624557697  sh44:0.8584117610205833  sh45:0.8074361156193908  sh46:0.8362176472708311  sh47:0.7007429277234208  sh48:0.9051335927404753  sh49:0.8826821949266735  sh50:0.7525975386095473  sh51:0.8097704439408261  sh52:0.7993668683828452  sh53:0.9323542676707609  sh54:0.784338820826099  sh55:0.6369521626401096  sh56:0.7503442446934441  sh57:0.5613911300357924  sh58:0.877288175909694  
1.0 sh0:0.14700506515752332  sh1:0.06822976337045411  sh2:0.1198138123986981  sh3:0.3071876990931263  sh4:0.2660031496312773  sh5:0.15296046823440906  sh6:0.17071121884861143  sh7:0.07102899128538799  sh8:0.04476512088228411  sh9:0.06418746215360499  sh10:0.14713926032166158  sh11:0.20532035852080677  sh12:0.5267943520975531  sh13:0.08604389175463661  sh14:0.1614505769777693  sh15:0.07286382874667637  sh16:0.1739692524915131  sh17:0.1721960017181844  sh18:0.9110503410373991  sh19:0.8320156122240874  sh20:0.0031778890174777685  sh21:0.8274032716321869  sh22:0.9844801438068524  sh23:0.96248528630995  sh24:0.8514335934376572  sh25:0.9206352888658541  sh26:0.004144094534886523  sh27:0.001896952897629161  sh28:0.0035300374478049274  sh29:0.8756637819318464  sh30:0.8096468430644066  sh31:0.9146431052910423  sh32:0.9276299874450229  sh33:0.8072580861363595  sh34:0.9838330742608168  sh35:0.828476546376547  sh36:0.8723223903125699  sh37:0.9236685270579327  sh38:0.8621026448173372  sh39:0.9037678356039376  sh40:0.32219877993850077  sh41:0.7309584725853311  sh42:0.562563120208438  sh43:0.943691650322195  sh44:0.6268089729547048  sh45:0.7793247213774244  sh46:0.9067059983703021  sh47:0.9070146819452822  sh48:0.7954990245814026  sh49:0.7326062949503361  sh50:0.8527433704284285  sh51:0.9251924233968711  sh52:0.9430499366085275  sh53:0.8985570585515623  sh54:0.9801693919688267  sh55:0.8391488122149204  sh56:0.9108046629164406  sh57:1.0  sh58:0.8153017968336165  
1.0 sh0:0.5500975343506798  sh1:0.1868510740372048  sh2:0.2183176020257641  sh3:0.6253519123636306  sh4:0.6712134131826598  sh5:0.5353568879182806  sh6:0.5973562557606981  sh7:0.4245990214615012  sh8:0.18531696997431726  sh9:0.18186382888694702  sh10:0.22298357551983516  sh11:0.2848276363282335  sh12:0.5888789261979751  sh13:0.08882334561971583  sh14:0.16656139089564367  sh15:0.07474122231139575  sh16:0.18209536456338263  sh17:0.17953318544816604  sh18:0.9800426216526515  sh19:0.9165911179056577  sh20:0.005382790182879552  sh21:0.9096233786202007  sh22:0.7665681750333897  sh23:0.76874707835614  sh24:0.9092473881216623  sh25:0.970504219942289  sh26:0.0019665902025691843  sh27:0.004349347179258758  sh28:0.0  sh29:0.8485965475885794  sh30:0.8629011091036373  sh31:0.9114345689378093  sh32:0.896813397521413  sh33:0.8107813737679944  sh34:0.0  sh35:0.7997208368333787  sh36:0.6387269224555767  sh37:0.946090973694185  sh38:0.8917307341713605  sh39:0.8635761897005358  sh40:0.5428841674102126  sh41:0.4486429162821171  sh42:0.46003956870236984  sh43:0.9281686126542777  sh44:0.6939572014668194  sh45:0.7126493233986685  sh46:0.9383929659429718  sh47:0.796720036497019  sh48:0.7911263982950646  sh49:0.9609950626807224  sh50:0.8086358046695576  sh51:0.9345727077169385  sh52:0.8881384111443005  sh53:0.7935904257468361  sh54:0.6830102863028111  sh55:0.8595591439638121  sh56:0.8138659080397057  sh57:0.9229333867374688  sh58:0.845159403769595  
0.0 sh0:0.574528494084521  sh1:0.12207996313570484  sh2:0.18304762518902407  sh3:0.6333659708352265  sh4:0.6780932837004204  sh5:0.5607593571370226  sh6:0.6165200135179795  sh7:0.4737100477996092  sh8:0.09137504296772483  sh9:0.11794043611143687  sh10:0.21517858045959878  sh11:0.27635216656311146  sh12:0.5814549718740974  sh13:8.55044398656061E-4  sh14:0.0012516244590808172  sh15:0.0  sh16:0.0023280853825636237  sh17:0.0015054534301217096  sh18:0.9793144810567475  sh19:0.9036818710286302  sh20:0.05935759471089915  sh21:0.9012474414002206  sh22:0.5165115785705064  sh23:0.6433936653585121  sh24:0.9378381837244589  sh25:0.94937759177219  sh26:0.06934211296525339  sh27:0.06460999784330702  sh28:0.08195875861296743  sh29:0.8537094289201087  sh30:0.8891178976139867  sh31:0.8989953315361373  sh32:0.9014871370839355  sh33:0.4989956926632106  sh34:0.685340749603174  sh35:0.6824062115350845  sh36:0.9735440964788203  sh37:0.9405934434090918  sh38:0.6610079013799266  sh39:0.5972072510140344  sh40:0.858655075344155  sh41:0.7461266565096548  sh42:0.7609889679733783  sh43:0.8804561180363532  sh44:0.6690428907112983  sh45:0.459330304516418  sh46:0.6522137915781983  sh47:0.7725234268026521  sh48:0.824559820302034  sh49:0.8890014577152121  sh50:0.9780087647240107  sh51:0.895684412465001  sh52:0.8148609779566198  sh53:0.6916399494433805  sh54:0.8772201095722709  sh55:0.0  sh56:0.851945083542638  sh57:0.6780219690796249  sh58:0.7108844293468485  
3.0 sh0:0.001249906243599201  sh1:8.722425296914316E-4  sh2:0.002173240432859989  sh3:6.733496025660201E-4  sh4:9.045580846573988E-4  sh5:0.0010477189307366189  sh6:0.001417350115127377  sh7:0.0010686484873600286  sh8:9.074943950439751E-4  sh9:8.607085185630822E-4  sh10:0.0014154484662010183  sh11:0.002894536722005651  sh12:0.13914874032210783  sh13:0.7623729692836768  sh14:0.8949526525810914  sh15:0.8593236738652505  sh16:0.8985784388988468  sh17:0.9043718645864416  sh18:0.5753801008705066  sh19:0.4598411266409799  sh20:0.9874477092728959  sh21:0.5395593508698476  sh22:0.8191784823931204  sh23:0.8208189319394043  sh24:0.6441845744529073  sh25:0.7054583660047815  sh26:0.9636772383895557  sh27:0.7172455860996026  sh28:0.7713095138804734  sh29:0.9943274393473892  sh30:0.06862870319379862  sh31:0.9454615575352642  sh32:0.9871667522666335  sh33:0.16406983824494073  sh34:0.8006977059550725  sh35:0.4997844678554389  sh36:0.061234760134728956  sh37:0.9843205561972901  sh38:0.30946127313031224  sh39:0.5483825681913068  sh40:0.1772096478043343  sh41:0.08385504071596489  sh42:0.11923507537016687  sh43:1.0  sh44:0.8804289050303773  sh45:0.8451310623501068  sh46:0.8466253005845894  sh47:0.6848014535851372  sh48:0.8379332440632554  sh49:0.824114626627195  sh50:0.8028075375952027  sh51:0.7857007328857591  sh52:0.8179961139626092  sh53:0.7841120861655363  sh54:0.8698729128283287  sh55:0.9262352648307104  sh56:0.6934704745695587  sh57:0.5811139140432884  sh58:0.670673585885342  
3.0 sh0:0.0010164966707635742  sh1:0.0010367406930664976  sh2:0.0014972168659297522  sh3:0.001124996873794767  sh4:9.407042583424074E-4  sh5:0.0010514899060593936  sh6:9.431345599721648E-4  sh7:8.836867734832115E-4  sh8:9.203646155539235E-4  sh9:8.439990850784528E-4  sh10:0.0015263601715043238  sh11:0.0027515344784379697  sh12:0.15715940826317298  sh13:0.9472262650392232  sh14:0.9747627285359088  sh15:0.8825159884714179  sh16:0.9766881427220574  sh17:0.9778979172783681  sh18:0.555291053038415  sh19:0.44616691064838454  sh20:0.9688324012714492  sh21:0.5406907956507127  sh22:0.7585457333826785  sh23:0.7935824567087463  sh24:0.6209964390975297  sh25:0.688251337823115  sh26:0.9612377990273312  sh27:0.8316661307582484  sh28:0.9291539735719007  sh29:0.9932588404076594  sh30:0.4180667472896429  sh31:0.9724270719830879  sh32:0.9775394489898163  sh33:0.20567430186667118  sh34:0.8759662419546149  sh35:0.5493319876365289  sh36:0.06508685933599791  sh37:0.9970839106454864  sh38:0.6937192254086905  sh39:0.5839867446254952  sh40:0.21708205406816422  sh41:0.10013131793288525  sh42:0.13065489782458464  sh43:0.9527331005646741  sh44:0.8101446412584601  sh45:0.7062023493701911  sh46:0.8547772853920448  sh47:0.7384666857832359  sh48:0.8505814121486562  sh49:0.8675080869677393  sh50:0.787120886605981  sh51:0.7247291542471677  sh52:0.7062745979065944  sh53:0.8200648425819675  sh54:0.7092410321842435  sh55:0.6164567091273668  sh56:0.7925515061327748  sh57:0.5222573389939734  sh58:0.782625550761553  
1.0 sh0:0.07084849437267006  sh1:0.04004541794067581  sh2:0.07849993506177677  sh3:0.18386447261943983  sh4:0.10254920650075285  sh5:0.06467833391333214  sh6:0.08755804683363529  sh7:0.04209067913219371  sh8:0.026809950996992668  sh9:0.03686673757338269  sh10:0.10225942536311171  sh11:0.15506674829066444  sh12:0.48115021080402387  sh13:0.08892399593624863  sh14:0.16663728987161738  sh15:0.07469603129324245  sh16:0.18116893954760652  sh17:0.18042877430589183  sh18:0.8623659186321436  sh19:0.771545857484224  sh20:0.0052724820086032945  sh21:0.7752672098842925  sh22:0.9595716893980225  sh23:0.9445835982389424  sh24:0.841683312851068  sh25:0.8513977477175494  sh26:0.003505281192000802  sh27:0.0032819647914311893  sh28:0.004185061587046284  sh29:0.8835639881745271  sh30:0.8028318596181954  sh31:0.9139401937402244  sh32:0.9215767806246797  sh33:0.8851591656750362  sh34:0.9882357317880558  sh35:0.9183934292626433  sh36:0.7664131320220906  sh37:0.91508784133662  sh38:0.8646584545238195  sh39:0.946931133905258  sh40:0.44795699286310503  sh41:0.5383454898925372  sh42:0.4656030495310892  sh43:0.9432118389371624  sh44:0.63696336396759  sh45:0.912323066974431  sh46:0.8598144897997914  sh47:0.9724152578916653  sh48:0.7789537827625832  sh49:0.8655711584060709  sh50:0.8940641994186088  sh51:0.9183911816872727  sh52:0.7658993598041697  sh53:0.899638421389559  sh54:0.7739185254424703  sh55:0.8753766185953039  sh56:0.9553516031746355  sh57:0.9027648081635471  sh58:0.8071576577579808  
2.0 sh0:0.006330567144876156  sh1:0.00651699524914834  sh2:0.009326839135180925  sh3:0.004454611890759472  sh4:0.005459240900244301  sh5:0.005200574125386014  sh6:0.006651335913437486  sh7:0.005560397414543796  sh8:0.006114173162808273  sh9:0.006656032084110619  sh10:0.011448509550570397  sh11:0.01749497279925913  sh12:0.18358043801016508  sh13:0.8432741210087321  sh14:0.7368559662106395  sh15:0.6648652793698365  sh16:0.7276472693858409  sh17:0.774184360373078  sh18:0.1254152315278741  sh19:0.12405939130670741  sh20:0.6960519899685007  sh21:0.3550913090614659  sh22:0.0919059344393483  sh23:0.126794055597794  sh24:0.0  sh25:0.13765203074070287  sh26:0.7240828008135621  sh27:0.8518308232404573  sh28:0.5990273846560539  sh29:0.98954093924137  sh30:0.017680561756207813  sh31:0.9423679642647826  sh32:0.9937482798619894  sh33:0.15217158782962292  sh34:0.8127347022863707  sh35:0.506285063166819  sh36:0.0  sh37:0.9845208264997268  sh38:0.026128644890635332  sh39:0.48447516436242705  sh40:0.15596724163651585  sh41:0.09030114931455155  sh42:0.10379859273961432  sh43:0.8444655367769812  sh44:0.8639081446755503  sh45:0.7297505579897257  sh46:0.8572510500728153  sh47:0.7402305771640307  sh48:0.8762523203517387  sh49:0.7825004467654794  sh50:0.8883951590605795  sh51:0.8707893137165703  sh52:0.8009963756832617  sh53:1.0  sh54:0.5351204514274471  sh55:0.5418814001938592  sh56:0.7655241324625169  sh57:0.7358012764022513  sh58:0.5814068274685561  
1.0 sh0:0.09835886453138597  sh1:0.06436555374118962  sh2:0.11318741606008047  sh3:0.26451834020741927  sh4:0.20174345060347623  sh5:0.09632142887371767  sh6:0.11657054530169597  sh7:0.06507781264861906  sh8:0.04325206743848565  sh9:0.06070977565544044  sh10:0.14038438275296644  sh11:0.19690210724815227  sh12:0.5146740823097151  sh13:0.08182561064472015  sh14:0.150645558399651  sh15:0.06934417530484681  sh16:0.16279664848322778  sh17:0.15974283428765343  sh18:0.9040323294404359  sh19:0.8301225374524405  sh20:0.0018926844411254785  sh21:0.8259925818065601  sh22:0.9913311808947162  sh23:0.9719290247194347  sh24:0.8785931322129346  sh25:0.9403046780966369  sh26:0.005433439045752042  sh27:0.0010535250042751838  sh28:0.004329894987281463  sh29:0.867972763962738  sh30:0.8386882804080543  sh31:0.909295178679519  sh32:0.8877594384468842  sh33:0.916520736949123  sh34:0.9724413539636019  sh35:0.821923349258666  sh36:0.8553979615018952  sh37:0.9217101182248196  sh38:0.8806750681817355  sh39:0.9199636712538091  sh40:0.5360719572831517  sh41:0.7637234951923344  sh42:0.49095133393186446  sh43:0.9386008983137905  sh44:0.6928840655030222  sh45:0.5564124301110883  sh46:0.9347295986072371  sh47:0.7498770676308871  sh48:0.7996877842361326  sh49:0.8798107339354018  sh50:0.9201810502999448  sh51:0.9248181063261345  sh52:0.7493723768425621  sh53:0.896074245912705  sh54:0.9848670693307983  sh55:0.650933406470405  sh56:0.9474179836847677  sh57:0.8643443551517092  sh58:0.575473565418793  
0.0 sh0:0.0484507716226811  sh1:0.032407758436112946  sh2:0.058586242743597416  sh3:0.040210492959218844  sh4:0.06737296355083272  sh5:0.04494846181652664  sh6:0.060865536951628475  sh7:0.030570990181912013  sh8:0.0280411776228621  sh9:0.03061166552881799  sh10:0.07912904242524513  sh11:0.12657428419488106  sh12:0.4510081783319493  sh13:0.0012372017606527438  sh14:0.0014181955889210891  sh15:7.521184654593671E-4  sh16:0.003609690397644266  sh17:0.0021970172602823355  sh18:0.8456402677614616  sh19:0.751019099197269  sh20:0.06025946675929781  sh21:0.748673288292692  sh22:0.9596285327267915  sh23:0.9412892686057333  sh24:0.8504060792586061  sh25:0.8905155628738304  sh26:0.06775049993609288  sh27:0.0645586538772464  sh28:0.08016969838535525  sh29:0.8542243334229739  sh30:0.8507932818754793  sh31:0.9143555351047099  sh32:0.8736012486663786  sh33:0.4908772147641135  sh34:0.9087314070375591  sh35:0.6821001815807783  sh36:0.913724318913297  sh37:0.9122546272163181  sh38:0.875231369561979  sh39:0.6074182430185541  sh40:0.5359955176194099  sh41:0.7214661595162941  sh42:0.5505326768846285  sh43:0.9329917851905111  sh44:0.6712195609665841  sh45:0.7139498671612698  sh46:0.9010187012606892  sh47:0.7726307709472152  sh48:0.8239929935730255  sh49:0.6851091097960665  sh50:0.9280614440391933  sh51:0.8354029669908524  sh52:0.8409959096957557  sh53:0.9251037846119969  sh54:0.8285883121140376  sh55:0.8666445493681548  sh56:0.8513724135555416  sh57:0.9039628633137933  sh58:0.791932243646479  
2.0 sh0:0.006370598046933926  sh1:0.007123856294170425  sh2:0.009722185824905466  sh3:0.005921172410631175  sh4:0.006431927673387258  sh5:0.005916354035180873  sh6:0.007094253042244866  sh7:0.005927344485896235  sh8:0.006966680130385303  sh9:0.007058871922489061  sh10:0.011816437447828211  sh11:0.01855170668475752  sh12:0.22324532896194008  sh13:0.9550954549302597  sh14:1.0  sh15:0.9037139363423679  sh16:1.0  sh17:1.0  sh18:0.20464149868425868  sh19:0.28333719657129597  sh20:0.9749661151091341  sh21:0.0  sh22:0.12578207673714042  sh23:0.10162474999495277  sh24:0.35126074330439255  sh25:0.2676739837207659  sh26:0.9554778537891611  sh27:0.823230757056877  sh28:0.9485334044520461  sh29:0.9877247367444971  sh30:0.6676392858710568  sh31:0.9946501848980489  sh32:0.9729303309728985  sh33:0.155092184190218  sh34:0.876226603871613  sh35:0.0  sh36:0.04516845014239952  sh37:0.9701224352291098  sh38:0.6296759480412576  sh39:0.554577802773244  sh40:0.0  sh41:0.09947774448411562  sh42:0.12328933738308274  sh43:0.9010077067031564  sh44:0.8661506550358209  sh45:0.6675637659770013  sh46:0.8484624720305919  sh47:0.7647198098399008  sh48:0.9059306740858922  sh49:0.8192625068212307  sh50:0.8394003869751475  sh51:0.7763680570480623  sh52:0.6374066123396622  sh53:0.9581197854175216  sh54:0.7263731982423588  sh55:0.5753311742700655  sh56:0.8074040513103224  sh57:0.7808585075681075  sh58:0.6502675641532576  
3.0 sh0:9.756017225620006E-4  sh1:7.924420225936443E-4  sh2:0.0016631958545556716  sh3:8.37147202162722E-4  sh4:8.059255549749942E-4  sh5:9.217404221380756E-4  sh6:0.0010340080879794379  sh7:8.456853940530537E-4  sh8:7.85671294362961E-4  sh9:0.0  sh10:0.0011602539988536471  sh11:0.00223347169241152  sh12:0.13769552841424657  sh13:0.8183437814512502  sh14:0.7314672907964767  sh15:0.6469267667121088  sh16:0.7229216017349434  sh17:0.7709471571773043  sh18:0.5869047258989197  sh19:0.47634771401589543  sh20:0.6681859360404632  sh21:0.5279516625812352  sh22:0.8514212496831403  sh23:0.8158757920337326  sh24:0.6577196083564687  sh25:0.7367513025927871  sh26:0.6923892174288805  sh27:0.8273508594247442  sh28:0.5742945931878601  sh29:0.9454217834727999  sh30:0.01390530601140416  sh31:0.9433610565693159  sh32:0.9899677019539784  sh33:0.15957815430063702  sh34:0.7534635687072855  sh35:0.5185380812358241  sh36:0.050415673777790534  sh37:0.9755680921916836  sh38:0.027353784974756302  sh39:0.5549508903774156  sh40:0.1562487580038279  sh41:0.08881743924237528  sh42:0.13366881484985865  sh43:0.8947079736433419  sh44:0.9400523472908096  sh45:0.7329769797424873  sh46:0.8391043266698842  sh47:0.5125597609193026  sh48:0.8547600319397215  sh49:0.6568104471337591  sh50:0.0  sh51:0.8490204394120456  sh52:0.7208015938921464  sh53:0.8844273382862858  sh54:0.592584159821688  sh55:0.7541809037652256  sh56:0.747664174353648  sh57:0.7304617727135967  sh58:0.7678643216344087  
0.0 sh0:0.08044631717070029  sh1:0.051181868109214934  sh2:0.0938539869033426  sh3:0.31446714244689755  sh4:0.10481317704075557  sh5:0.07445670496370643  sh6:0.09728047736290003  sh7:0.05163362088827041  sh8:0.03474353609279254  sh9:0.047970581268689985  sh10:0.11913176229855654  sh11:0.1741787375220811  sh12:0.4989533236888077  sh13:8.245768624415455E-4  sh14:0.0011337073803747025  sh15:6.714016704387162E-4  sh16:0.0025362490649946845  sh17:0.001334701199120411  sh18:0.874187025313697  sh19:0.7978431688724745  sh20:0.059536769925722634  sh21:0.801831760587465  sh22:0.9725418755738248  sh23:0.9746620598227549  sh24:0.8486981859045711  sh25:0.9232542593516552  sh26:0.06859779088366418  sh27:0.06362686770162058  sh28:0.08041613660396886  sh29:0.8560940933068962  sh30:0.8105816955231038  sh31:0.9147177813402668  sh32:0.8345467058847932  sh33:0.4893343570382454  sh34:0.9058006660199681  sh35:0.6823718298973639  sh36:0.8002822005956243  sh37:0.9084723045345289  sh38:0.8421496290576104  sh39:0.5884051884771072  sh40:0.7259947832520358  sh41:0.7301721009275509  sh42:0.7729229424677385  sh43:0.9307935489711646  sh44:0.7021490035574666  sh45:0.5330051061154246  sh46:0.8999763287364997  sh47:0.7780224544385486  sh48:0.826125299098055  sh49:0.8995110202773117  sh50:0.8955478535129239  sh51:0.896704804536455  sh52:0.8030173057562005  sh53:0.8641495943217329  sh54:0.7660664664637027  sh55:0.8626912762750885  sh56:0.852335603810201  sh57:0.8398492605018439  sh58:0.8413999313239581  
0.0 sh0:0.5336191300998661  sh1:0.12123583404696398  sh2:0.18190678387094036  sh3:0.6049118451470279  sh4:0.6359686334115585  sh5:0.5255436334043042  sh6:0.5727220488425815  sh7:0.435071948591572  sh8:0.09038844257598411  sh9:0.11677718573040749  sh10:0.21352959098770866  sh11:0.2749872533420711  sh12:0.5853860032041319  sh13:0.015415801401456498  sh14:0.03175287122464477  sh15:0.013796231577312492  sh16:0.027768129256283587  sh17:0.028623354300676484  sh18:0.980577038767572  sh19:0.9124709090766987  sh20:0.06150495102485202  sh21:0.9027389507418485  sh22:0.5016953998595733  sh23:1.0  sh24:0.9350487513180625  sh25:0.976591724246773  sh26:0.07588285724845667  sh27:0.06852768277988876  sh28:0.08840945167411757  sh29:0.868835675907323  sh30:0.837813522290658  sh31:0.910799668970961  sh32:0.9306038503797224  sh33:0.49233290040541444  sh34:0.9143276891876702  sh35:0.696040889659333  sh36:0.8814719249200081  sh37:0.8977727554895786  sh38:0.6316799945645499  sh39:0.6068733455038007  sh40:1.0  sh41:0.8028459226110303  sh42:0.6604948868301015  sh43:0.8943171359793546  sh44:0.7099066846590595  sh45:0.9455563957364351  sh46:0.8877185534265719  sh47:0.6228731156831763  sh48:0.8137850359401563  sh49:0.7023155566105668  sh50:0.8770886339216346  sh51:0.8914273970693884  sh52:0.7180172268599886  sh53:0.8686347167624723  sh54:0.6863061641374769  sh55:0.7935261495368071  sh56:0.8331445239319553  sh57:0.9276890735597754  sh58:0.8700862911650625  
2.0 sh0:0.005969206767623446  sh1:0.006489131970417615  sh2:0.009927888829949168  sh3:0.004231977556360384  sh4:0.005654951477527386  sh5:0.005473536327989975  sh6:0.006510848091841343  sh7:0.005697965778194886  sh8:0.005826773982377013  sh9:0.006834919195876217  sh10:0.010433683565953243  sh11:0.01713869102478989  sh12:0.1892517871452069  sh13:0.959119453923798  sh14:0.8214678785132953  sh15:0.8492132768457451  sh16:0.8246097520824393  sh17:0.8406817854370794  sh18:0.056299852871799  sh19:0.05195361626680388  sh20:0.9132521017232442  sh21:0.2618322821674995  sh22:0.08557052139680797  sh23:0.0  sh24:0.1521566504813669  sh25:0.049301043820152796  sh26:0.9666501229172952  sh27:0.8397191316190012  sh28:0.8140853356306484  sh29:0.9929016431258526  sh30:0.015246061046876879  sh31:0.9366026160416466  sh32:0.9911741203401554  sh33:0.14054432853063006  sh34:0.9086936320891051  sh35:0.5473604281777531  sh36:0.0461453172386916  sh37:0.9922859443679188  sh38:0.06959166406029954  sh39:0.5580050444130346  sh40:0.14306378696152525  sh41:0.09215951490192  sh42:0.0  sh43:0.865033445437265  sh44:0.0  sh45:0.7843677028008756  sh46:0.8359154113562437  sh47:0.8106806799128651  sh48:0.8957758869633057  sh49:0.8103834047705737  sh50:0.9019779400294475  sh51:0.8104129664405023  sh52:0.802805004169468  sh53:0.8303925418845622  sh54:0.0  sh55:0.6007668641810373  sh56:0.821094138469708  sh57:0.78462871063401  sh58:0.8321622228383159  
